代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
91687414698868736, 010987, 0P0001LU6J, 中融鑫锐研究精选一年持有期混合A, 沪港深积极配置型, 0, 0, None
91687415630004224, 159876, 0P0001LTWI, 华宝中证有色金属ETF, 行业股票 - 其它, 0, 0, None
91687417366446080, 010575, 0P0001LTWK, 民生加银招利一年持有期混合C, 沪港深保守混合型, 0, 0, None
91687418041729024, 011039, 0P0001LTWM, 新华利率债债券C, 利率债, 0, 0, None
91687419606204416, 010248, 0P0001LTWO, 惠升和泰纯债债券C, 纯债基金, 0, 0, None
91687421183262720, 010247, 0P0001LTWQ, 惠升和泰纯债债券A, 纯债基金, 0, 0, None
91687422022123520, 011623, 0P0001LU1G, 汇添富中短债债券E, 短债型, 0, 0, None
91687423217500160, 011605, 0P0001LU68, 交银施罗德招享一年持有期混合（FOF）A, 保守混合型, 0, 0, None
91687424119275520, 011562, 0P0001LU6A, 汇添富稳健盈和一年持有期混合, 沪港深保守混合型, 0, 0, None
91687425880883200, 011651, 0P0001LU6C, 招商港股通核心精选股票A, 香港股票型基金, 0, 0, None
91687428649123840, 011134, 0P0001LU6E, 广发价值优选混合A, 沪港深积极配置型, 0, 0, None
91687430482034688, 011538, 0P0001LU6G, 长城优选添瑞六个月持有期混合A, 沪港深保守混合型, 0, 0, None
91687432595963904, 011599, 0P0001LU6I, 国联安匠心科技1个月滚动持有混合, 行业混合 - 科技、传媒及通讯, 0, 0, None
91687458537734144, 010259, 0P0001LU6K, 淳厚稳悦债券C, 普通债券型, 0, 0, None
91687459238182912, 011503, 0P0001LUHJ, 建信智能生活混合, 沪港深积极配置型, 0, 0, None
91687461020762112, 516300, 0P0001LUHL, 华泰柏瑞中证1000ETF, 普通股票型, 0, 0, None
91687461901565952, 010749, 0P0001LUHN, 浙商创业板指数增强A, 沪港深股票型基金, 0, 0, None
91687463025639424, 010750, 0P0001LUHP, 浙商创业板指数增强C, 沪港深股票型基金, 0, 0, None
91687463864500224, 010777, 0P0001LUHR, 浙商智选家居股票A, 行业股票 - 消费, 0, 0, None
91687465470918656, 010778, 0P0001LUHT, 浙商智选家居股票C, 行业股票 - 消费, 0, 0, None
91687466259447808, 516550, 0P0001LUUA, 嘉实中证大农业ETF, 行业股票 - 消费, 0, 0, None
91687467303829504, 970021, 0P0001LUV7, 信达价值精选一年持有期灵活配置混合B, 灵活配置型, 0, 0, None
91687468113330176, 011702, 0P0001LV15, 广发睿享稳健增利混合C, 保守混合型, 0, 0, None
91687469681999872, 004781, 0P0001LV5S, 泰信双债增利债券A, 普通债券型, 0, 0, None
91687470483111936, 011626, 0P0001LV5U, 嘉实匠心回报混合A, 沪港深积极配置型, 0, 0, None
91687471707848704, 011685, 0P0001LV5W, 创金合信先进装备股票A, 沪港深股票型基金, 0, 0, None
91687472458629120, 010988, 0P0001LU6L, 中融鑫锐研究精选一年持有期混合C, 沪港深积极配置型, 0, 0, None
91687474153127936, 011284, 0P0001LUHK, 中信保诚龙腾精选混合, 沪港深积极配置型, 0, 0, None
91687474941657088, 011512, 0P0001LUHM, 天弘中证新能源汽车指数A, 普通股票型, 0, 0, None
91687476069924864, 011513, 0P0001LUHO, 天弘中证新能源汽车指数C, 普通股票型, 0, 0, None
91687476862648320, 011179, 0P0001LUHQ, 浙商智选食品饮料股票A, 行业股票 - 消费, 0, 0, None
91687478561341440, 011180, 0P0001LUHS, 浙商智选食品饮料股票C, 行业股票 - 消费, 0, 0, None
91687479358259200, 011530, 0P0001LUU9, 泓德优质治理灵活配置混合, 沪港深灵活配置型, 0, 0, None
91687480411029504, 011094, 0P0001LUUB, 诺德安盛纯债债券, 纯债基金, 0, 0, None
91687481254084608, 970020, 0P0001LUV8, 信达价值精选一年持有期灵活配置混合A, 灵活配置型, 0, 0, None
91687482898251776, 004782, 0P0001LV5R, 泰信双债增利债券C, 普通债券型, 0, 0, None
91687483619672064, 516980, 0P0001LV5T, 华富中证证券公司先锋策略ETF, 行业股票 - 金融地产, 0, 0, None
91687484840214528, 011627, 0P0001LV5V, 嘉实匠心回报混合C, 沪港深积极配置型, 0, 0, None
91687512052858880, 011686, 0P0001LV5X, 创金合信先进装备股票C, 沪港深股票型基金, 0, 0, None
91687513776717824, 011548, 0P0001LVI8, 九泰久慧混合A, 保守混合型, 0, 0, None
91687514607190016, 010896, 0P0001LVIA, 太平价值增长股票A, 普通股票型, 0, 0, None
91687515785789440, 010381, 0P0001LVIC, 浙商智选价值混合A, 沪港深积极配置型, 0, 0, None
91687516591095808, 011293, 0P0001LVIE, 中金恒远一年持有期混合, 沪港深保守混合型, 0, 0, None
91687518273011712, 010918, 0P0001LVJN, 德邦锐祥债券C, 纯债基金, 0, 0, None
91687519095095296, 010653, 0P0001LVTY, 农银汇理金玉债券, 纯债基金, 0, 0, None
91687520173031424, 010799, 0P0001LVU0, 长城优选稳进六个月持有期混合A, 沪港深保守混合型, 0, 0, None
91687521011892224, 159861, 0P0001LVU2, 国泰中证环保产业50ETF, 普通股票型, 0, 0, None
91687522609922048, 516900, 0P0001LVU4, 华安中证申万食品饮料ETF, 行业股票 - 消费, 0, 0, None
91687523327148032, 011557, 0P0001LVU6, 平安稳健养老目标一年持有期混合（FOF）, 保守混合型, 0, 0, None
91687524413472768, 010647, 0P0001LVU8, 融通价值趋势混合C, 沪港深积极配置型, 0, 0, None
91687525206196224, 010331, 0P0001LVUA, 天弘消费股票A, 行业股票 - 消费, 0, 0, None
91687526942638080, 010320, 0P0001LVI7, 华安养老目标日期2040三年持有期混合（FOF）, 目标日期, 0, 0, None
91687527768915968, 011549, 0P0001LVI9, 九泰久慧混合C, 保守混合型, 0, 0, None
91687528918155264, 010897, 0P0001LVIB, 太平价值增长股票C, 普通股票型, 0, 0, None
91687529685712896, 010382, 0P0001LVID, 浙商智选价值混合C, 沪港深积极配置型, 0, 0, None
91687531426349056, 010917, 0P0001LVJM, 德邦锐祥债券A, 纯债基金, 0, 0, None
91687532172935168, 010870, 0P0001LVTX, 汇添富稳健鑫添益六个月持有期混合, 沪港深保守混合型, 0, 0, None
91687533280231424, 011598, 0P0001LVTZ, 信达澳银医药健康混合, 行业混合 - 医药, 0, 0, None
91687534123286528, 010800, 0P0001LVU1, 长城优选稳进六个月持有期混合C, 沪港深保守混合型, 0, 0, None
91687535889088512, 011684, 0P0001LVU3, 平安养老目标日期2045五年持有期混合（FOF）, 目标日期, 0, 0, None
91687536623091712, 010646, 0P0001LVU5, 融通价值趋势混合A, 沪港深积极配置型, 0, 0, None
91687537944297472, 011277, 0P0001LVU7, 上银科技驱动双周定期可赎回混合, 积极配置型, 0, 0, None
91687538770575360, 010332, 0P0001LVU9, 天弘消费股票C, 行业股票 - 消费, 0, 0, None
91687566121631744, 011391, 0P0001LVXU, 民生加银新战略灵活配置混合C, 灵活配置型, 0, 0, None
91687568227172352, 011258, 0P0001LVXX, 招商保证金快线货币 - D, 货币市场, 0, 0, None
91687570735366144, 011566, 0P0001LVXZ, 富国美丽中国混合C, 积极配置型, 0, 0, None
91687572954152960, 011556, 0P0001LVY1, 富国民裕进取沪港深成长精选混合C, 沪港深积极配置型, 0, 0, None
91687575118413824, 010946, 0P0001LW4Y, 中银证券汇福一年定期开放债券, 纯债基金（封闭式）, 0, 0, None
91687576749998080, 860009, 0P0001LW50, 光大阳光稳健增长混合A, 沪港深保守混合型, 0, 0, None
91687578318667776, 011199, 0P0001LWIS, 交银施罗德鑫选回报混合C, 沪港深保守混合型, 0, 0, None
91687580680060928, 011742, 0P0001LWIU, 大成惠平一年定期开放债券, 纯债基金（封闭式）, 0, 0, None
91687582521360384, 011338, 0P0001LWS1, 兴全合远两年持有期混合A, 沪港深积极配置型, 0, 0, None
91687584228442112, 011750, 0P0001LWS3, 博时恒兴一年定期开放混合A, 沪港深保守混合型（封闭式）, 0, 0, None
91687585063108608, 010530, 0P0001LWS5, 广发中债1-5年国开行债券指数C, 利率债, 0, 0, None
91687586162016256, 010374, 0P0001LWS7, 西部利得聚兴一年定期开放混合C, 保守混合型（封闭式）, 0, 0, None
91687586996682752, 011712, 0P0001LX0X, 大摩万众创新混合C, 灵活配置型, 0, 0, None
91687588808622080, 011607, 0P0001LVXV, 民生加银中证内地资源主题指数C, 行业股票 - 其它, 0, 0, None
91687589945278464, 011565, 0P0001LVXY, 富国周期优势混合C, 沪港深积极配置型, 0, 0, None
91687590779944960, 011567, 0P0001LVY0, 富国消费升级混合C, 行业混合 - 消费, 0, 0, None
91687591618805760, 011707, 0P0001LVY2, 东吴配置优化灵活配置混合C, 灵活配置型, 0, 0, None
91687593242001408, 860058, 0P0001LW4Z, 光大阳光稳健增长混合C, 沪港深保守混合型, 0, 0, None
91687594479321088, 011198, 0P0001LWIR, 交银施罗德鑫选回报混合A, 沪港深保守混合型, 0, 0, None
91687595381096448, 010960, 0P0001LWIT, 大成惠恒一年定期开放债券, 纯债基金（封闭式）, 0, 0, None
91687596148654080, 011233, 0P0001LWIV, 泰康福泰平衡养老目标三年持有期混合（FOF）, 标准混合型, 0, 0, None
91687598073839616, 011339, 0P0001LWS2, 兴全合远两年持有期混合C, 沪港深积极配置型, 0, 0, None
91687599197913088, 011751, 0P0001LWS4, 博时恒兴一年定期开放混合C, 沪港深保守混合型（封闭式）, 0, 0, None
91687600129048576, 010529, 0P0001LWS6, 广发中债1-5年国开行债券指数A, 利率债, 0, 0, None
91687601781604352, 010373, 0P0001LWS8, 西部利得聚兴一年定期开放混合A, 保守混合型（封闭式）, 0, 0, None
91687626372808704, 011294, 0P0001LX58, 招商添逸1年定期开放债券, 纯债基金（封闭式）, 0, 0, None
91687628042141696, 004658, 0P0001LX5A, 金鹰民富收益混合C, 保守混合型, 0, 0, None
91687628906168320, 010630, 0P0001LX5C, 惠升和睿兴利债券A, 积极债券型, 0, 0, None
91687630432894976, 011667, 0P0001LX5E, 西藏东财中证高端装备制造指数增强A, 普通股票型, 0, 0, None
91687632525852672, 011754, 0P0001LX89, 鹏扬现金通利货币D, 货币市场, 0, 0, None
91687634430066688, 011826, 0P0001LXIF, 汇添富健康生活一年持有期混合A, 沪港深积极配置型, 0, 0, None
91687638343352320, 011827, 0P0001LXIH, 汇添富健康生活一年持有期混合C, 沪港深积极配置型, 0, 0, None
91687641086427136, 011316, 0P0001LXIJ, 天弘创业板300指数A, 普通股票型, 0, 0, None
91687642726400000, 011002, 0P0001LXIL, 同泰大健康主题混合A, 行业混合 - 医药, 0, 0, None
91687643493957632, 011765, 0P0001LXIN, 兴银高端制造混合A, 积极配置型, 0, 0, None
91687644378955776, 011766, 0P0001LXIP, 兴银高端制造混合C, 积极配置型, 0, 0, None
91687646199283712, 159890, 0P0001LXPN, 招商中证云计算与大数据主题ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
91687647352717312, 010361, 0P0001LXPP, 嘉实品质优选股票A, 沪港深股票型基金, 0, 0, None
91687648334184448, 004657, 0P0001LX59, 金鹰民富收益混合A, 保守混合型, 0, 0, None
91687650032877568, 010714, 0P0001LX5B, 东方红远见价值混合, 沪港深积极配置型, 0, 0, None
91687651526049792, 010633, 0P0001LX5D, 惠升和睿兴利债券C, 积极债券型, 0, 0, None
91687652343939072, 011668, 0P0001LX5F, 西藏东财中证高端装备制造指数增强C, 普通股票型, 0, 0, None
91687653287657472, 011679, 0P0001LXIE, 中银诚利混合A, 保守混合型, 0, 0, None
91687655070236672, 011680, 0P0001LXIG, 中银诚利混合C, 保守混合型, 0, 0, None
91687656240447488, 010938, 0P0001LXII, 大摩招惠一年持有期混合A, 保守混合型, 0, 0, None
91687657104474112, 010939, 0P0001LXIK, 大摩招惠一年持有期混合C, 保守混合型, 0, 0, None
91687658937384960, 011317, 0P0001LXIM, 天弘创业板300指数C, 普通股票型, 0, 0, None
91687660338282496, 011003, 0P0001LXIO, 同泰大健康主题混合C, 行业混合 - 医药, 0, 0, None
91687661357498368, 516110, 0P0001LXPM, 国泰中证800汽车与零部件ETF, 行业股票 - 消费, 0, 0, None
91687663228157952, 516960, 0P0001LXPO, 国泰中证细分机械设备产业主题ETF, 行业股票 - 其它, 0, 0, None
91687694257618944, 516330, 0P0001LXPQ, 华泰柏瑞中证物联网主题ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
91687694979039232, 011785, 0P0001LXPS, 天弘招添利混合C, 沪港深保守混合型, 0, 0, None
91687696124084224, 010862, 0P0001LXQB, 东方红启阳三年持有期混合B, 沪港深积极配置型, 0, 0, None
91687696858087424, 011741, 0P0001LY0F, 博时成长精选混合C, 沪港深积极配置型, 0, 0, None
91687698586140672, 011446, 0P0001LY0H, 长江新能源产业混合A, 积极配置型, 0, 0, None
91687699383058432, 011447, 0P0001LY0J, 长江新能源产业混合C, 积极配置型, 0, 0, None
91687700578435072, 011694, 0P0001LY0L, 华泰紫金信息科技主题6个月定期开放混合A, 行业混合 - 科技、传媒及通讯（封闭式）, 0, 0, None
91687701727674368, 011768, 0P0001LY0N, 泰康合润混合C, 沪港深保守混合型, 0, 0, None
91687703392813056, 006920, 0P0001LY1G, 嘉实稳华纯债债券C, 信用债, 0, 0, None
91687704583995392, 900057, 0P0001LYIH, 中信证券增益十八个月债券C, 积极债券型, 0, 0, None
91687705494159360, 011194, 0P0001LYIJ, 广发睿铭两年持有期混合A, 沪港深灵活配置型, 0, 0, None
91687707687780352, 011312, 0P0001LYIL, 东方红启瑞三年持有混合B, 沪港深灵活配置型, 0, 0, None
91687709201924096, 011696, 0P0001LYIN, 南方浩睿进取京选3个月持有混合(FOF)A, 沪港深积极配置型, 0, 0, None
91687709935927296, 010362, 0P0001LXPR, 嘉实品质优选股票C, 沪港深股票型基金, 0, 0, None
91687711622037504, 011784, 0P0001LXPT, 天弘招添利混合A, 沪港深保守混合型, 0, 0, None
91687712414760960, 910024, 0P0001LXQC, 东方红启阳三年持有期混合A, 沪港深积极配置型, 0, 0, None
91687713564000256, 011740, 0P0001LY0G, 博时成长精选混合A, 沪港深积极配置型, 0, 0, None
91687714365112320, 513690, 0P0001LY0I, 博时恒生港股通高股息率ETF, 香港股票型基金, 0, 0, None
91687716000890880, 159886, 0P0001LY0K, 富国中证细分机械设备产业主题ETF, 行业股票 - 其它, 0, 0, None
91687716701339648, 011695, 0P0001LY0M, 华泰紫金信息科技主题6个月定期开放混合C, 行业混合 - 科技、传媒及通讯（封闭式）, 0, 0, None
91687717942853632, 011767, 0P0001LY0O, 泰康合润混合A, 沪港深保守混合型, 0, 0, None
91687718781714432, 900017, 0P0001LYIG, 中信证券增益十八个月债券A, 积极债券型, 0, 0, None
91687720421687296, 011195, 0P0001LYII, 广发睿铭两年持有期混合C, 沪港深灵活配置型, 0, 0, None
91687721260548096, 910011, 0P0001LYIK, 东方红启瑞三年持有混合A, 沪港深灵活配置型, 0, 0, None
91687722728554496, 159885, 0P0001LYIM, 鹏华中证内地低碳经济主题ETF, 普通股票型, 0, 0, None
91687748724850688, 011800, 0P0001LYIO, 申万菱信价值精选混合, 沪港深积极配置型, 0, 0, None
91687749425299456, 011489, 0P0001LYIQ, 创金合信双季享6个月持有期债券A, 积极债券型, 0, 0, None
91687751157547008, 011755, 0P0001LYJI, 广发竞争优势混合C, 积极配置型, 0, 0, None
91687751971241984, 011726, 0P0001LYJK, 安信新常态沪港深精选股票C, 沪港深股票型基金, 0, 0, None
91687753170812928, 011494, 0P0001LYWQ, 华泰紫金丰和偏债混合发起A, 沪港深保守混合型, 0, 0, None
91687754512990208, 011500, 0P0001LYWS, 九泰量化新兴产业混合, 积极配置型, 0, 0, None
91687757079904256, 011495, 0P0001LYWU, 华泰紫金丰和偏债混合发起C, 沪港深保守混合型, 0, 0, None
91687757943930880, 011762, 0P0001LYWW, 平安鑫瑞混合C, 保守混合型, 0, 0, None
91687758757625856, 011535, 0P0001LYWY, 万家民瑞祥明6个月持有期混合型C, 沪港深保守混合型, 0, 0, None
91687760582148096, 011054, 0P0001LYX0, 申万菱信安鑫智选混合A, 保守混合型, 0, 0, None
91687761756553216, 011875, 0P0001LZ6F, 博时先进制造混合C, 沪港深积极配置型, 0, 0, None
91687762490556416, 010971, 0P0001LZ6H, 华夏永鑫六个月持有期混合A, 保守混合型, 0, 0, None
91687764226998272, 010624, 0P0001LZ6J, 富国稳健增长混合A, 沪港深积极配置型, 0, 0, None
91687765518843904, 011697, 0P0001LYIP, 南方浩睿进取京选3个月持有混合(FOF)C, 沪港深积极配置型, 0, 0, None
91687766634528768, 011490, 0P0001LYIR, 创金合信双季享6个月持有期债券C, 积极债券型, 0, 0, None
91687767595024384, 011758, 0P0001LYJJ, 广发逆向策略灵活配置混合C, 灵活配置型, 0, 0, None
91687769234997248, 011450, 0P0001LYWP, 招商企业优选混合A, 沪港深积极配置型, 0, 0, None
91687770317127680, 011451, 0P0001LYWR, 招商企业优选混合C, 沪港深积极配置型, 0, 0, None
91687771256651776, 011459, 0P0001LYWT, 东方鑫享价值成长一年持有期混合C, 沪港深积极配置型, 0, 0, None
91687773022453760, 011458, 0P0001LYWV, 东方鑫享价值成长一年持有期混合A, 沪港深积极配置型, 0, 0, None
91687773823565824, 011055, 0P0001LYWX, 申万菱信安鑫智选混合C, 保守混合型, 0, 0, None
91687774964416512, 011761, 0P0001LYWZ, 平安鑫瑞混合A, 保守混合型, 0, 0, None
91687775711002624, 011534, 0P0001LYX1, 万家民瑞祥明6个月持有期混合型A, 沪港深保守混合型, 0, 0, None
91687777422278656, 011874, 0P0001LZ6G, 博时先进制造混合A, 沪港深积极配置型, 0, 0, None
91687778227585024, 010972, 0P0001LZ6I, 华夏永鑫六个月持有期混合C, 保守混合型, 0, 0, None
91687803724759040, 010469, 0P0001LZ6K, 圆信永丰聚优股票A, 沪港深股票型基金, 0, 0, None
91687804559425536, 010625, 0P0001LZ6M, 富国稳健增长混合C, 沪港深积极配置型, 0, 0, None
91687805633167360, 011518, 0P0001LZ6O, 嘉实价值臻选混合, 沪港深积极配置型, 0, 0, None
91687806715297792, 011281, 0P0001LZ6Q, 华宝双债增强债券C, 积极债券型, 0, 0, None
91687808606928896, 011865, 0P0001LZHW, 博时恒泰债券C, 积极债券型, 0, 0, None
91687809852637184, 517170, 0P0001LZHY, 华夏中证沪港深500ETF, 沪港深股票型基金, 0, 0, None
91687811115122688, 011856, 0P0001LZI0, 安信均衡成长18个月持有混合A, 沪港深积极配置型, 0, 0, None
91687813602344960, 011752, 0P0001LZI2, 广发核心优选六个月持有混合（FOF）A, 标准混合型, 0, 0, None
91687817012314112, 011496, 0P0001LZI4, 华泰紫金月月发1个月滚动持有债券A, 普通债券型, 0, 0, None
91687827540017152, 011355, 0P0001LZI6, 华泰柏瑞港股通时代机遇混合A, 沪港深积极配置型, 0, 0, None
91687835567915008, 011356, 0P0001LZI8, 华泰柏瑞港股通时代机遇混合C, 沪港深积极配置型, 0, 0, None
91687837988028416, 011235, 0P0001LZIA, 泰达宏利中债1-5年国开行债券指数C, 利率债, 0, 0, None
91687841301528576, 010984, 0P0001LZTT, 国寿安保稳安混合A, 沪港深保守混合型, 0, 0, None
91687844166238208, 011815, 0P0001LZ6L, 恒越优势精选混合, 积极配置型, 0, 0, None
91687846112395264, 010470, 0P0001LZ6N, 圆信永丰聚优股票C, 沪港深股票型基金, 0, 0, None
91687847806894080, 011280, 0P0001LZ6P, 华宝双债增强债券A, 积极债券型, 0, 0, None
91687848738029568, 516870, 0P0001LZ6R, 银华中证800汽车与零部件ETF, 行业股票 - 消费, 0, 0, None
91687849786605568, 011864, 0P0001LZHX, 博时恒泰债券A, 积极债券型, 0, 0, None
91687850633854976, 010998, 0P0001LZHZ, 博道消费智航股票, 行业股票 - 消费, 0, 0, None
91687852240273408, 011857, 0P0001LZI1, 安信均衡成长18个月持有混合C, 沪港深积极配置型, 0, 0, None
91687852991053824, 011753, 0P0001LZI3, 广发核心优选六个月持有混合（FOF）C, 标准混合型, 0, 0, None
91687854152876032, 011497, 0P0001LZI5, 华泰紫金月月发1个月滚动持有债券C, 普通债券型, 0, 0, None
91687854878490624, 011234, 0P0001LZI7, 泰达宏利中债1-5年国开行债券指数A, 利率债, 0, 0, None
91687857248272384, 011851, 0P0001LZI9, 天弘先进制造混合A, 沪港深积极配置型, 0, 0, None
91687858351374336, 011852, 0P0001LZIB, 天弘先进制造混合C, 沪港深积极配置型, 0, 0, None
91687895852646400, 010985, 0P0001LZTU, 国寿安保稳安混合C, 沪港深保守混合型, 0, 0, None
91687897350012928, 011419, 0P0001LZTW, 汇添富消费精选两年持有期股票C, 行业股票 - 消费, 0, 0, None
91687899090649088, 516610, 0P0001LZTY, 大成中证全指医疗保健设备与服务ETF, 行业股票 - 医药, 0, 0, None
91687903637274624, 010920, 0P0001LZU0, 鹏华招润一年持有期混合C, 沪港深保守混合型, 0, 0, None
91687905860255744, 011783, 0P0001M01S, 泓德睿源三年持有期灵活配置混合, 沪港深灵活配置型, 0, 0, None
91687907319873536, 011709, 0P0001M01T, 中欧嘉益一年混合C, 沪港深积极配置型, 0, 0, None
91687909362499584, 011708, 0P0001M01V, 中欧嘉益一年混合A, 沪港深积极配置型, 0, 0, None
91687911191216128, 011870, 0P0001M03Z, 前海开源国家比较优势灵活配置混合C, 灵活配置型, 0, 0, None
91687912294318080, 011871, 0P0001M041, 前海开源沪港深优势精选灵活配置混合C, 沪港深灵活配置型, 0, 0, None
91687914257252352, 011296, 0P0001M0FS, 汇添富优势行业一年定开混合A, 沪港深积极配置型, 0, 0, None
91687915406491648, 516070, 0P0001M0FU, 易方达中证内地低碳经济主题ETF, 普通股票型, 0, 0, None
91687916203409408, 873017, 0P0001M0FW, 广发资管全球精选一年持有期债券（QDII）C 人民币, 环球债券, 0, 0, 1.23
91687917092601856, 873021, 0P0001M0G5, 广发资管全球精选一年持有期债券（QDII）C 美元, 环球债券, 0, 0, None
91687918808072192, 011418, 0P0001LZTV, 汇添富消费精选两年持有期股票A, 行业股票 - 消费, 0, 0, None
91687919953117184, 010869, 0P0001LZTX, 汇添富稳健欣享一年持有期混合, 沪港深保守混合型, 0, 0, None
91687920787783680, 010919, 0P0001LZTZ, 鹏华招润一年持有期混合A, 沪港深保守混合型, 0, 0, None
91687922553585664, 011779, 0P0001M01R, 易方达稳泰一年持有期混合A, 沪港深保守混合型, 0, 0, None
91687923803488256, 011783, 0P0001M01S, 泓德睿源三年持有期灵活配置混合, 沪港深灵活配置型, 0, 0, None
91687925137276928, 011780, 0P0001M01U, 易方达稳泰一年持有期混合C, 沪港深保守混合型, 0, 0, None
91687925917417472, 011895, 0P0001M03Y, 博时医疗保健行业混合C, 行业混合 - 医药, 0, 0, None
91687927679025152, 011879, 0P0001M040, 博时新兴消费主题混合C, 积极配置型, 0, 0, None
91687928937316352, 011297, 0P0001M0FR, 汇添富优势行业一年定开混合C, 沪港深积极配置型, 0, 0, None
91687929868451840, 159702, 0P0001M0FT, 汇添富中证人工智能主题ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
91687931508424704, 873013, 0P0001M0FV, 广发资管全球精选一年持有期债券（QDII）A 人民币, 环球债券, 0, 0, 1.39
91687932351479808, 873018, 0P0001M0G4, 广发资管全球精选一年持有期债券（QDII）A 美元, 环球债券, 0, 0, 1.04
91687957727019008, 011928, 0P0001M0OZ, 博时汇誉回报混合C, 沪港深灵活配置型, 0, 0, None
91687958616211456, 011266, 0P0001M0P1, 长盛安泰一年持有混合C, 沪港深保守混合型, 0, 0, None
91687959799005184, 011807, 0P0001M0P9, 平安研究精选混合A, 沪港深积极配置型, 0, 0, None
91687960583340032, 011808, 0P0001M0PB, 平安研究精选混合C, 沪港深积极配置型, 0, 0, None
91687962286227456, 011933, 0P0001M0QA, 工银战略远见混合C, 沪港深积极配置型, 0, 0, None
91687963049590784, 010443, 0P0001M0QC, 东方红启程三年持有混合B, 沪港深积极配置型, 0, 0, None
91687964194635776, 011701, 0P0001M0QK, 南方均衡回报混合C, 沪港深灵活配置型, 0, 0, None
91687965041885184, 010941, 0P0001M0QM, 大成安享得利六个月持有混合C, 沪港深保守混合型, 0, 0, None
91687966765744128, 011109, 0P0001M0WS, 南方晖元6个月持有期债券A, 积极债券型, 0, 0, None
91687967629770752, 011468, 0P0001M0WU, 国富竞争优势三年持有期混合A, 沪港深积极配置型, 0, 0, None
91687968741261312, 011769, 0P0001M0WW, 富国精诚回报12个月持有期混合A, 沪港深保守混合型, 0, 0, None
91687969701756928, 159883, 0P0001M0WY, 永赢中证全指医疗器械ETF, 行业股票 - 医药, 0, 0, None
91687971450781696, 159836, 0P0001M0X0, 天弘创业板300ETF, 普通股票型, 0, 0, None
91687972600020992, 011927, 0P0001M0P0, 博时汇誉回报混合A, 沪港深灵活配置型, 0, 0, None
91687973342412800, 011265, 0P0001M0P2, 长盛安泰一年持有混合A, 沪港深保守混合型, 0, 0, None
91687974139330560, 011315, 0P0001M0PA, 永赢港股通优质成长一年混合, 沪港深积极配置型, 0, 0, None
91687975791886336, 011932, 0P0001M0Q9, 工银战略远见混合A, 沪港深积极配置型, 0, 0, None
91687976588804096, 910009, 0P0001M0QB, 东方红启程三年持有混合A, 沪港深积极配置型, 0, 0, None
91687977947758592, 011698, 0P0001M0QJ, 南方均衡回报混合A, 沪港深灵活配置型, 0, 0, None
91687978690150400, 010940, 0P0001M0QL, 大成安享得利六个月持有混合A, 沪港深保守混合型, 0, 0, None
91687980434980864, 011110, 0P0001M0WR, 南方晖元6个月持有期债券C, 积极债券型, 0, 0, None
91687981617774592, 011745, 0P0001M0WT, 华夏养老2055五年持有混合（FOF）, 目标日期, 0, 0, None
91687984130162688, 011469, 0P0001M0WV, 国富竞争优势三年持有期混合C, 沪港深积极配置型, 0, 0, None
91687984977412096, 011770, 0P0001M0WX, 富国精诚回报12个月持有期混合C, 沪港深保守混合型, 0, 0, None
91687986319589376, 516890, 0P0001M0WZ, 平安中证新材料主题ETF, 普通股票型, 0, 0, None
91688012521406464, 011801, 0P0001M1G9, 中银证券盈瑞混合A, 保守混合型, 0, 0, None
91688013314129920, 900027, 0P0001M1GB, 中信证券信远一年混合A, 沪港深积极配置型, 0, 0, None
91688014975074304, 900087, 0P0001M1GD, 中信证券信远一年混合C, 沪港深积极配置型, 0, 0, None
91688015847489536, 011721, 0P0001M1GF, 易方达悦信一年持有期混合C, 沪港深保守混合型, 0, 0, None
91688017038671872, 011723, 0P0001M1GH, 前海开源深圳特区精选股票C, 沪港深股票型基金, 0, 0, None
91688017869144064, 010706, 0P0001M1H9, 景顺长城景骊成长混合, 积极配置型, 0, 0, None
91688019609780224, 011678, 0P0001M1O5, 中银睿丰回报混合C, 保守混合型, 0, 0, None
91688020444446720, 011962, 0P0001M1O8, 易方达稳鑫30天滚动持有短债债券C, 短债型, 0, 0, None
91688021530771456, 011618, 0P0001M1RP, 国投瑞银瑞泰多策略灵活配置混合（LOF）C, 灵活配置型, 0, 0, None
91688022331883520, 011594, 0P0001M1RR, 国投瑞银稳健养老目标一年持有期混合（FOF）C, 保守混合型, 0, 0, None
91688023992827904, 011507, 0P0001M242, 建信高端装备股票C, 普通股票型, 0, 0, None
91688024663916544, 011938, 0P0001M244, 博时新能源汽车主题混合A, 沪港深积极配置型, 0, 0, None
91688025897041920, 011506, 0P0001M246, 建信高端装备股票A, 普通股票型, 0, 0, None
91688026643628032, 011802, 0P0001M1GA, 中银证券盈瑞混合C, 保守混合型, 0, 0, None
91688028354904064, 900077, 0P0001M1GC, 中信证券信远一年混合B, 沪港深积极配置型, 0, 0, None
91688029160210432, 011720, 0P0001M1GE, 易方达悦信一年持有期混合A, 沪港深保守混合型, 0, 0, None
91688030376558592, 011722, 0P0001M1GG, 前海开源深圳特区精选股票A, 沪港深股票型基金, 0, 0, None
