代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
91688032519847936, 011733, 0P0001M1GI, 银华瑞祥一年持有期混合, 沪港深积极配置型, 0, 0, None
91688033287405568, 011677, 0P0001M1O4, 中银睿丰回报混合A, 保守混合型, 0, 0, None
91688034466004992, 011961, 0P0001M1O7, 易方达稳鑫30天滚动持有短债债券A, 短债型, 0, 0, None
91688035208396800, 011007, 0P0001M1R5, 国投瑞银顺臻纯债债券C, 纯债基金, 0, 0, None
91688036894507008, 011616, 0P0001M1RQ, 国投瑞银瑞祥灵活配置混合C, 灵活配置型, 0, 0, None
91688037863391232, 011939, 0P0001M241, 博时新能源汽车主题混合C, 沪港深积极配置型, 0, 0, None
91688039562084352, 011821, 0P0001M243, 兴业兴智一年持有期混合C, 积极配置型, 0, 0, None
91688041294331904, 011583, 0P0001M245, 大成港股精选混合（QDII）A, 大中华区股债混合, 0, 0, None
91688067823304704, 862001, 0P0001M247, 光大阳光香港精选混合（QDII）A 人民币, 大中华区股债混合, 0, 0, None
91688068649582592, 862012, 0P0001M249, 光大阳光香港精选混合（QDII）C 人民币, 大中华区股债混合, 0, 0, None
91688069836570624, 952013, 0P0001M24B, 国君资管君得益三个月混合(FOF)A, 积极配置型, 0, 0, 4.50
91688070700597248, 010834, 0P0001M24D, 国泰同益18个月持有期混合A, 沪港深保守混合型, 0, 0, None
91688072416067584, 159887, 0P0001M24G, 富国中证800银行ETF, 行业股票 - 金融地产, 0, 0, None
91688073233956864, 010835, 0P0001M24I, 国泰同益18个月持有期混合C, 沪港深保守混合型, 0, 0, None
91688074962010112, 011746, 0P0001M2JG, 南方誉浦一年持有混合A, 沪港深保守混合型, 0, 0, None
91688076614565888, 010521, 0P0001M2JI, 兴业中债3-5年政策性金融债指数C, 利率债, 0, 0, None
91688077398900736, 011596, 0P0001M2JL, 融通核心趋势混合C, 沪港深灵活配置型, 0, 0, None
91688078577500160, 011985, 0P0001M2JN, 申万菱信合利纯债债券A, 纯债基金, 0, 0, None
91688079374417920, 011986, 0P0001M2JP, 申万菱信合利纯债债券C, 纯债基金, 0, 0, None
91688081232494592, 009563, 0P0001M2L4, 工银全球股票（QDII）港币, 环球股票, 0, 0, None
91688082067161088, 011197, 0P0001M2UL, 上投摩根优势成长混合C, 沪港深积极配置型, 0, 0, None
91688083656802304, 011820, 0P0001M248, 兴业兴智一年持有期混合A, 积极配置型, 0, 0, None
91688084340473856, 011944, 0P0001M24A, 招商金融债3个月定开债, 纯债基金（封闭式）, 0, 0, None
91688086110470144, 011584, 0P0001M24C, 大成港股精选混合（QDII）C, 大中华区股债混合, 0, 0, None
91688087465230336, 862011, 0P0001M24E, 光大阳光香港精选混合（QDII）A 美元, 大中华区股债混合, 0, 0, None
91688088396365824, 952313, 0P0001M24H, 国君资管君得益三个月混合(FOF)C, 积极配置型, 0, 0, None
91688090086670336, 011747, 0P0001M2JF, 南方誉浦一年持有混合C, 沪港深保守混合型, 0, 0, None
91688090778730496, 010520, 0P0001M2JH, 兴业中债3-5年政策性金融债指数A, 利率债, 0, 0, None
91688091944747008, 011943, 0P0001M2JK, 工银瑞盛一年定开纯债债券发起式, 纯债基金（封闭式）, 0, 0, None
91688092687138816, 011595, 0P0001M2JM, 融通核心趋势混合A, 沪港深灵活配置型, 0, 0, None
91688094385831936, 011929, 0P0001M2JO, 申万菱信安泰稳利纯债一年定期开放债券, 纯债基金（封闭式）, 0, 0, None
91688095249858560, 009562, 0P0001M2L3, 工银全球股票（QDII）美元, 环球股票, 0, 0, None
91688096487178240, 011945, 0P0001M2LU, 汇添富稳健增益一年持有期混合C, 沪港深保守混合型, 0, 0, None
91688122764492800, 011196, 0P0001M2UM, 上投摩根优势成长混合A, 沪港深积极配置型, 0, 0, None
91688123565604864, 011190, 0P0001M2UO, 招商瑞安1年持有期混合A, 沪港深保守混合型, 0, 0, None
91688125343989760, 011388, 0P0001M2UQ, 工银宁瑞6个月持有期混合C, 沪港深保守混合型, 0, 0, None
91688126543560704, 010543, 0P0001M2YD, 中加科鑫混合A, 保守混合型, 0, 0, None
91688127428558848, 010544, 0P0001M2YE, 中加科鑫混合C, 保守混合型, 0, 0, None
91688128204505088, 010581, 0P0001M32G, 中信建投 3-5 年政金债指A, 利率债, 0, 0, None
91688130897248256, 011999, 0P0001M32I, 富国安泰90天滚动持有短债债券A, 短债型, 0, 0, None
91688134466600960, 011717, 0P0001M339, 浦银安盛均衡优选6个月持有期混合A, 沪港深积极配置型, 0, 0, None
91688135599063040, 011982, 0P0001M35N, 博时内需增长混合C, 积极配置型, 0, 0, None
91688136442118144, 011992, 0P0001M3QY, 汇安泓利一年持有期混合C, 沪港深保守混合型, 0, 0, None
91688138170171392, 010522, 0P0001M3R0, 华安添禧一年持有期混合A, 保守混合型, 0, 0, None
91688138891591680, 011844, 0P0001M3R2, 民生加银内核驱动混合C, 沪港深积极配置型, 0, 0, None
91688140057608192, 516950, 0P0001M3R4, 银华中证基建ETF, 行业股票 - 其它, 0, 0, None
91688141060046848, 011191, 0P0001M2UN, 招商瑞安1年持有期混合C, 沪港深保守混合型, 0, 0, None
91688143094284288, 011387, 0P0001M2UP, 工银宁瑞6个月持有期混合A, 沪港深保守混合型, 0, 0, None
91688144348381184, 010543, 0P0001M2YD, 中加科鑫混合A, 保守混合型, 0, 0, None
91688145044635648, 010544, 0P0001M2YE, 中加科鑫混合C, 保守混合型, 0, 0, None
91688146906906624, 011719, 0P0001M32F, 浦银安盛盛华一年定开债券, 纯债基金（封闭式）, 0, 0, None
91688147817070592, 010582, 0P0001M32H, 中信建投 3-5 年政金债指C, 利率债, 0, 0, None
91688149100527616, 012000, 0P0001M32J, 富国安泰90天滚动持有短债债券C, 短债型, 0, 0, None
91688149972942848, 011718, 0P0001M33A, 浦银安盛均衡优选6个月持有期混合C, 沪港深积极配置型, 0, 0, None
91688151705190400, 011963, 0P0001M35O, 广发稳裕混合C, 灵活配置型, 0, 0, None
91688152900567040, 011991, 0P0001M3QZ, 汇安泓利一年持有期混合A, 沪港深保守混合型, 0, 0, None
91688153747816448, 010523, 0P0001M3R1, 华安添禧一年持有期混合C, 保守混合型, 0, 0, None
91688154536345600, 011843, 0P0001M3R3, 民生加银内核驱动混合A, 沪港深积极配置型, 0, 0, None
91688182910812160, 011907, 0P0001M3SF, 国泰量化收益灵活配置混合C, 灵活配置型, 0, 0, None
91688184093605888, 516700, 0P0001M41C, 华宝中证大数据产业ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
91688184835997696, 516360, 0P0001M41E, 华宝中证新材料主题ETF, 普通股票型, 0, 0, None
91688186492747776, 011571, 0P0001M41G, 鹏华鑫远价值一年持有期混合C, 沪港深积极配置型, 0, 0, None
91688187272888320, 011353, 0P0001M41I, 中融景盛一年持有混合A, 沪港深保守混合型, 0, 0, None
91688188522790912, 011578, 0P0001M41K, 汇丰晋信核心成长混合A, 积极配置型, 0, 0, None
91688189458120704, 012051, 0P0001M41M, 申万菱信乐道三年持有期混合, 沪港深积极配置型, 0, 0, None
91688191219728384, 011953, 0P0001M473, 招商招瑞纯债债券D, 纯债基金, 0, 0, None
91688192071172096, 516590, 0P0001M4FQ, 易方达中证智能电动汽车ETF, 普通股票型, 0, 0, None
91688193308491776, 012009, 0P0001M4H9, 易方达稳健回报一年封闭运作混合C, 沪港深保守混合型（封闭式）, 0, 0, None
91688194109603840, 012077, 0P0001M4HB, 易方达悦夏一年持有期混合A, 沪港深保守混合型, 0, 0, None
91688195749576704, 012081, 0P0001M4HD, 易方达中证500指数量化增强C, 普通股票型, 0, 0, None
91688197062393856, 011949, 0P0001M4LD, 东吴多策略灵活配置混合C, 灵活配置型, 0, 0, None
91688197859311616, 011910, 0P0001M41B, 南方臻利3个月定期开放债券, 纯债基金（封闭式）, 0, 0, None
91688198681395200, 011570, 0P0001M41D, 鹏华鑫远价值一年持有期混合A, 沪港深积极配置型, 0, 0, None
91688200459780096, 012049, 0P0001M41F, 天弘安盈一年持有债券A, 积极债券型, 0, 0, None
91688201546104832, 012050, 0P0001M41H, 天弘安盈一年持有债券C, 积极债券型, 0, 0, None
91688202464657408, 011354, 0P0001M41J, 中融景盛一年持有混合C, 沪港深保守混合型, 0, 0, None
91688204159156224, 011579, 0P0001M41L, 汇丰晋信核心成长混合C, 积极配置型, 0, 0, None
91688204872187904, 011955, 0P0001M472, 招商招祥纯债债券D, 信用债, 0, 0, None
91688206075953152, 910006, 0P0001M4FH, 东方红启盛三年持有混合A, 沪港深积极配置型, 0, 0, None
91688206919008256, 011642, 0P0001M4FR, 财通资管睿慧1年定期开放债券, 纯债基金（封闭式）, 0, 0, None
91688208613507072, 012008, 0P0001M4HA, 易方达稳健回报一年封闭运作混合A, 沪港深保守混合型（封闭式）, 0, 0, None
91688209431396352, 012078, 0P0001M4HC, 易方达悦夏一年持有期混合C, 沪港深保守混合型, 0, 0, None
91688210991677440, 012080, 0P0001M4HE, 易方达中证500指数量化增强A, 普通股票型, 0, 0, None
91688236971196416, 011948, 0P0001M4LE, 东吴智慧医疗量化策略灵活配置混合C, 灵活配置型, 0, 0, None
91688237692616704, 011132, 0P0001M4PT, 鹏扬沪深300质量成长低波动指数A, 普通股票型, 0, 0, None
91688239450030080, 011972, 0P0001M4PV, 西藏东财中证银行指数C, 行业股票 - 金融地产, 0, 0, None
91688240272113664, 012044, 0P0001M4RL, 鹏华中证全指证券公司指数（LOF）C, 行业股票 - 金融地产, 0, 0, None
91688241450713088, 012041, 0P0001M4RN, 鹏华中证国防指数（LOF）C, 行业股票 - 其它, 0, 0, None
91688242151161856, 011013, 0P0001M4TG, 长城消费30股票A, 行业股票 - 消费, 0, 0, None
91688243782746112, 011923, 0P0001M51D, 大成消费精选股票A, 行业股票 - 消费, 0, 0, None
91688244600635392, 010540, 0P0001M5IK, 浙商智多金稳健一年持有期混合C, 沪港深保守混合型, 0, 0, None
91688245712125952, 011995, 0P0001M5IO, 国泰诚益混合A, 沪港深保守混合型, 0, 0, None
91688246500655104, 011853, 0P0001M5IQ, 招商中证消费龙头指数增强A, 行业股票 - 消费, 0, 0, None
91688248123850752, 012063, 0P0001M5IS, 天弘中债1-5年政策性金融债指数, 利率债, 0, 0, None
91688248979488768, 012082, 0P0001M5UV, 博时数字经济18个月封闭混合A, 沪港深积极配置型（封闭式）, 0, 0, None
91688250288111616, 012087, 0P0001M5UX, 博时健康生活混合C, 沪港深积极配置型, 0, 0, None
91688251026309120, 011133, 0P0001M4PS, 鹏扬沪深300质量成长低波动指数C, 普通股票型, 0, 0, None
91688252750168064, 011971, 0P0001M4PU, 西藏东财中证银行指数A, 行业股票 - 金融地产, 0, 0, None
91688253622583296, 012042, 0P0001M4RK, 鹏华中证银行指数（LOF）C, 行业股票 - 金融地产, 0, 0, None
91688254771822592, 012043, 0P0001M4RM, 鹏华中证酒指数（LOF）C, 行业股票 - 消费, 0, 0, None
91688255610683392, 012040, 0P0001M4RQ, 鹏华中证信息技术指数（LOF）C, 行业股票 - 科技、传媒及通讯, 0, 0, None
91688257259044864, 011014, 0P0001M4TH, 长城消费30股票C, 行业股票 - 消费, 0, 0, None
91688258450227200, 011926, 0P0001M51E, 大成消费精选股票C, 行业股票 - 消费, 0, 0, None
91688259721101312, 010539, 0P0001M5IL, 浙商智多金稳健一年持有期混合A, 沪港深保守混合型, 0, 0, None
91688261444960256, 011996, 0P0001M5IP, 国泰诚益混合C, 沪港深保守混合型, 0, 0, None
91688262149603328, 011854, 0P0001M5IR, 招商中证消费龙头指数增强C, 行业股票 - 消费, 0, 0, None
91688263382728704, 012083, 0P0001M5UU, 博时数字经济18个月封闭混合C, 沪港深积极配置型（封闭式）, 0, 0, None
91688264091566080, 012086, 0P0001M5UW, 博时健康生活混合A, 沪港深积极配置型, 0, 0, None
91688296438038528, 012084, 0P0001M5UY, 博时睿弘一年定开混合A, 沪港深积极配置型（封闭式）, 0, 0, None
91688297339813888, 010716, 0P0001M5V0, 财通资管消费升级一年持有期混合C, 积极配置型, 0, 0, None
91688298384195584, 011030, 0P0001M5V2, 达诚价值先锋灵活配置混合A, 沪港深灵活配置型, 0, 0, None
91688299248222208, 011832, 0P0001M5V4, 西部利得中证人工智能主题指数增强A, 行业股票 - 科技、传媒及通讯, 0, 0, None
91688300913360896, 011833, 0P0001M5V6, 西部利得中证人工智能主题指数增强C, 行业股票 - 科技、传媒及通讯, 0, 0, None
91688301676724224, 011940, 0P0001M5ZJ, 大成全球美元债债券（QDII）A 美元, 环球债券, 0, 0, None
91688302863712256, 012088, 0P0001M646, 东方红锦和甄选18个月持有期混合A, 沪港深保守混合型, 0, 0, None
91688303597715456, 011911, 0P0001M648, 华夏消费优选混合A, 行业混合 - 消费, 0, 0, None
91688305329963008, 012089, 0P0001M64A, 东方红锦和甄选18个月持有期混合C, 沪港深保守混合型, 0, 0, None
91688306168823808, 011532, 0P0001M64C, 工银瑞信聚丰混合A, 保守混合型, 0, 0, None
91688307360006144, 011727, 0P0001M64E, 工银瑞信聚瑞混合A, 保守混合型, 0, 0, None
91688308177895424, 012036, 0P0001M64F, 诺德兴远优选一年持有期混合, 沪港深保守混合型, 0, 0, None
91688309876588544, 011728, 0P0001M64H, 工银瑞信聚瑞混合C, 保守混合型, 0, 0, None
91688310677700608, 012085, 0P0001M5UZ, 博时睿弘一年定开混合C, 沪港深积极配置型（封闭式）, 0, 0, None
91688311780802560, 010715, 0P0001M5V1, 财通资管消费升级一年持有期混合A, 积极配置型, 0, 0, None
91688312640634880, 012079, 0P0001M5V3, 信达澳银新能源精选混合, 沪港深积极配置型, 0, 0, None
91688314305773568, 011031, 0P0001M5V5, 达诚价值先锋灵活配置混合C, 沪港深灵活配置型, 0, 0, None
91688315022999552, 012007, 0P0001M5V8, 万家瑞富灵活配置混合C, 灵活配置型, 0, 0, None
91688316272902144, 011941, 0P0001M5ZK, 大成全球美元债债券（QDII）C 美元, 环球债券, 0, 0, None
91688316981739520, 012116, 0P0001M647, 中银证券创业板发起式联接A, 普通股票型, 0, 0, None
91688318642683904, 011346, 0P0001M649, 淳厚鑫淳一年持有期混合, 沪港深灵活配置型, 0, 0, None
91688320299433984, 012117, 0P0001M64B, 中银证券创业板发起式联接C, 普通股票型, 0, 0, None
91688322769879040, 011912, 0P0001M64D, 华夏消费优选混合C, 行业混合 - 消费, 0, 0, None
91688323843620864, 012036, 0P0001M64F, 诺德兴远优选一年持有期混合, 沪港深保守混合型, 0, 0, None
91688324854448128, 011533, 0P0001M64G, 工银瑞信聚丰混合C, 保守混合型, 0, 0, None
91688351156928512, 011295, 0P0001M664, 信诚量化阿尔法股票C, 普通股票型, 0, 0, None
91688352083869696, 011997, 0P0001M693, 景顺长城安盈回报一年持有期混合A, 沪港深保守混合型, 0, 0, None
91688353774174208, 010794, 0P0001M6HQ, 东海鑫享66个月定期开放债券, 纯债基金（封闭式）, 0, 0, None
91688355191848960, 012099, 0P0001M6HS, 华夏稳健增利4个月滚动持有债券A, 积极债券型, 0, 0, None
91688356034904064, 012056, 0P0001M6HU, 华商嘉悦平衡养老目标三年持有期混合（FOF）, 标准混合型, 0, 0, None
91688356827627520, 011900, 0P0001M6HW, 长安鑫瑞科技先锋6个月定期开放混合C, 积极配置型（封闭式）, 0, 0, None
91688358660538368, 012191, 0P0001M6UL, 中银恒泰9个月持有期债券A, 积极债券型, 0, 0, None
91688359826554880, 011635, 0P0001M6UN, 富国港股通策略精选混合A, 沪港深积极配置型, 0, 0, None
91688360879325184, 011988, 0P0001M6UP, 财通资管智选核心回报6个月持有期混合C, 灵活配置型, 0, 0, None
91688362900979712, 011636, 0P0001M6UR, 富国港股通策略精选混合C, 沪港深积极配置型, 0, 0, None
91688364276711424, 011867, 0P0001M6UT, 广发价值增长混合C, 沪港深积极配置型, 0, 0, None
91688365472088064, 011646, 0P0001M6UV, 国泰核心价值两年持有期股票C, 沪港深股票型基金, 0, 0, None
91688367200141312, 011654, 0P0001M6UX, 国泰鑫享稳健6个月滚动持有债券C, 积极债券型, 0, 0, None
91688368043196416, 011998, 0P0001M692, 景顺长城安盈回报一年持有期混合C, 沪港深保守混合型, 0, 0, None
91688369171464192, 517350, 0P0001M6HP, 广发中证沪港深科技龙头ETF, 行业股票 - 科技、传媒及通讯, 0, 0, None
91688370060656640, 012100, 0P0001M6HR, 华夏稳健增利4个月滚动持有债券C, 积极债券型, 0, 0, None
91688371675463680, 011899, 0P0001M6HT, 长安鑫瑞科技先锋6个月定期开放混合A, 积极配置型（封闭式）, 0, 0, None
91688372988280832, 011253, 0P0001M6HV, 华宝中债1-5年政策性金融债指数, 利率债, 0, 0, None
91688374183657472, 012192, 0P0001M6UK, 中银恒泰9个月持有期债券C, 积极债券型, 0, 0, None
91688376305975296, 011987, 0P0001M6UM, 财通资管智选核心回报6个月持有期混合A, 灵活配置型, 0, 0, None
91688377509740544, 011866, 0P0001M6UO, 广发价值增长混合A, 沪港深积极配置型, 0, 0, None
91688378403127296, 011645, 0P0001M6UQ, 国泰核心价值两年持有期股票A, 沪港深股票型基金, 0, 0, None
91688380147957760, 011653, 0P0001M6US, 国泰鑫享稳健6个月滚动持有债券A, 积极债券型, 0, 0, None
91688381003595776, 012126, 0P0001M6UU, 泰达宏利新能源股票A, 沪港深股票型基金, 0, 0, None
